ModelID,OncotreeLineage,mbd4_status,DRUG_NAME,rnf_low_parp_high_expr_proxy,rnf_low_parp_high_proxy,z,auc,n
ACH-000341,Peripheral Nervous System,WT_no_MBD4_record,Talazoparib,False,False,0.77049,0.962939,1
ACH-000337,Lung,WT_no_MBD4_record,Talazoparib,False,False,0.770979,0.949598,1
ACH-000684,Kidney,WT_no_MBD4_record,Talazoparib,False,False,0.785633,0.955026,1
ACH-000260,Peripheral Nervous System,WT_no_MBD4_record,Talazoparib,False,False,0.787067,0.9523,1
ACH-000139,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.787251,0.95898,1
ACH-000478,Liver,WT_no_MBD4_record,Talazoparib,False,False,0.792596,0.941238,1
ACH-000293,Uterus,WT_no_MBD4_record,Talazoparib,False,True,0.794713,0.917291,1
ACH-000480,Liver,WT_no_MBD4_record,Talazoparib,False,False,0.798975,0.956463,1
ACH-000784,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,0.800899,0.947743,1
ACH-000919,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,0.801076,0.967539,1
ACH-000212,Breast,WT_no_MBD4_record,Talazoparib,False,True,0.804046,0.90648,1
ACH-000816,Lung,WT_no_MBD4_record,Talazoparib,False,False,0.806784,0.985854,1
ACH-000148,Breast,WT_no_MBD4_record,Talazoparib,False,False,0.818408,0.958693,1
ACH-000104,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,0.824382,0.985787,1
ACH-000894,Lung,WT_no_MBD4_record,Talazoparib,False,True,0.830972,0.949585,1
ACH-000515,Lung,WT_no_MBD4_record,Talazoparib,False,False,0.846213,0.980431,1
ACH-000448,Lung,WT_no_MBD4_record,Talazoparib,False,True,0.853454,0.922675,1
ACH-000042,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.856139,0.926556,1
ACH-000145,Soft Tissue,WT_no_MBD4_record,Talazoparib,False,False,0.860398,0.968131,2
ACH-000441,Skin,WT_no_MBD4_record,Talazoparib,False,False,0.86208,0.95894,1
ACH-000865,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,0.865422,0.962158,1
ACH-000514,Lung,WT_no_MBD4_record,Talazoparib,False,True,0.873078,0.963206,1
ACH-000155,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.886814,0.960361,1
ACH-000364,Bone,WT_no_MBD4_record,Talazoparib,False,False,0.89093,0.973847,1
ACH-000554,Breast,WT_no_MBD4_record,Talazoparib,False,False,0.891149,0.970202,1
ACH-000718,Lung,WT_no_MBD4_record,Talazoparib,False,False,0.895587,0.921429,1
ACH-000200,CNS/Brain,WT_no_MBD4_record,Talazoparib,False,False,0.90106,0.874475,1
ACH-000223,Breast,WT_no_MBD4_record,Talazoparib,False,False,0.909208,0.956176,1
ACH-000579,Skin,WT_no_MBD4_record,Talazoparib,False,False,0.910287,0.953344,1
ACH-000601,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.913003,0.973896,1
ACH-000527,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,0.913488,0.960096,1
ACH-000281,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.921711,0.956314,1
ACH-000621,Breast,WT_no_MBD4_record,Talazoparib,False,False,0.923967,0.974074,1
ACH-000332,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.92663,0.931886,1
ACH-000536,Breast,WT_no_MBD4_record,Talazoparib,False,False,0.942343,0.987473,1
ACH-000319,Pleura,WT_no_MBD4_record,Talazoparib,False,False,0.949161,0.968706,1
ACH-000628,Lung,WT_no_MBD4_record,Talazoparib,False,False,0.952161,0.962355,1
ACH-000552,Bowel,WT_no_MBD4_record,Talazoparib,False,False,0.959864,0.963543,1
ACH-000940,Uterus,WT_no_MBD4_record,Talazoparib,False,False,0.965729,0.981204,1
ACH-000770,Myeloid,WT_no_MBD4_record,Talazoparib,False,False,0.97262,0.985326,1
ACH-000822,Skin,WT_no_MBD4_record,Talazoparib,False,False,0.979936,0.957182,1
ACH-000159,Kidney,WT_no_MBD4_record,Talazoparib,False,False,0.982126,0.959895,1
ACH-000417,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,0.986354,0.954175,1
ACH-000835,Soft Tissue,WT_no_MBD4_record,Talazoparib,False,False,0.995317,0.96708,1
ACH-000204,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,0.999283,0.980656,1
ACH-000238,Head and Neck,WT_no_MBD4_record,Talazoparib,False,False,1.006221,0.969956,1
ACH-000528,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.008668,0.966636,1
ACH-000559,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.01387,0.958595,1
ACH-000270,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.019129,0.935811,1
ACH-002170,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.027761,0.990528,1
ACH-001641,Head and Neck,WT_no_MBD4_record,Talazoparib,True,False,1.027882,0.962386,1
ACH-000343,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.038227,0.979771,1
ACH-000189,Kidney,WT_no_MBD4_record,Talazoparib,False,False,1.039367,0.924385,1
ACH-000852,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.040001,0.993507,1
ACH-000292,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.042989,0.974572,1
ACH-000869,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.055248,0.950959,1
ACH-000277,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.060237,0.98537,1
ACH-000091,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,1.075426,0.971361,1
ACH-000169,Soft Tissue,WT_no_MBD4_record,Talazoparib,False,False,1.078727,0.972101,1
ACH-000752,Lung,WT_no_MBD4_record,Talazoparib,False,True,1.083788,0.982808,1
ACH-000853,Lung,WT_no_MBD4_record,Talazoparib,True,False,1.099365,0.976538,1
ACH-000596,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.101753,0.984906,1
ACH-000934,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.102109,0.985454,1
ACH-000361,Liver,WT_no_MBD4_record,Talazoparib,False,False,1.102612,0.982284,1
ACH-000678,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.103445,0.955643,1
ACH-000910,Breast,WT_no_MBD4_record,Talazoparib,True,False,1.112557,0.979035,1
ACH-000574,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,1.122187,0.956165,1
ACH-000551,Myeloid,WT_no_MBD4_record,Talazoparib,False,False,1.132937,0.987349,1
ACH-000475,Liver,WT_no_MBD4_record,Talazoparib,False,False,1.133509,0.964319,1
ACH-000826,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.134827,0.980005,1
ACH-000674,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.135303,0.942271,1
ACH-000231,CNS/Brain,WT_no_MBD4_record,Talazoparib,False,False,1.137789,0.968705,1
ACH-000111,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.138487,0.987734,1
ACH-000535,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.140488,0.970938,1
ACH-000881,Skin,WT_no_MBD4_record,Talazoparib,False,False,1.149034,0.981427,1
ACH-000858,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.156015,0.979449,1
ACH-000349,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.180057,0.988368,1
ACH-000890,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.186866,0.934063,1
ACH-000793,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.199714,0.948531,1
ACH-000012,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.199966,0.95621,1
ACH-001190,Skin,WT_no_MBD4_record,Talazoparib,False,False,1.202475,0.990131,1
ACH-000532,Bowel,WT_no_MBD4_record,Talazoparib,False,False,1.220691,0.978756,1
ACH-000082,Bone,WT_no_MBD4_record,Talazoparib,False,False,1.224719,0.966863,1
ACH-000857,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.241792,0.981955,1
ACH-000009,Bowel,WT_no_MBD4_record,Talazoparib,False,False,1.243146,0.950934,1
ACH-000809,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.250062,0.952732,1
ACH-000544,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.278496,0.977653,1
ACH-000724,Bladder/Urinary Tract,WT_no_MBD4_record,Talazoparib,False,False,1.286976,0.972241,1
ACH-000637,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.299084,0.953061,1
ACH-000524,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,True,1.30725,0.96709,1
ACH-000420,Liver,WT_no_MBD4_record,Talazoparib,False,True,1.314329,0.948864,1
ACH-000663,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,1.315576,0.969885,1
ACH-000627,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.330332,0.977174,1
ACH-001350,Thyroid,WT_no_MBD4_record,Talazoparib,False,False,1.34544,0.979038,1
ACH-000217,Liver,WT_no_MBD4_record,Talazoparib,False,False,1.345474,0.965398,1
ACH-000648,Pleura,WT_no_MBD4_record,Talazoparib,False,False,1.348102,0.926724,1
ACH-000060,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.348275,0.92577,1
ACH-000363,Lymphoid,WT_no_MBD4_record,Talazoparib,False,False,1.367081,0.985919,1
ACH-000061,Lymphoid,WT_no_MBD4_record,Talazoparib,True,False,1.375409,0.985825,1
ACH-000114,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.396357,0.967923,1
ACH-000666,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.404473,0.963548,1
ACH-001306,Thyroid,WT_no_MBD4_record,Talazoparib,False,False,1.421484,0.967779,1
ACH-000505,Soft Tissue,WT_no_MBD4_record,Talazoparib,False,False,1.474995,0.976314,1
ACH-000351,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.485303,0.976125,1
ACH-000605,Esophagus/Stomach,WT_no_MBD4_record,Talazoparib,False,False,1.49243,0.979006,1
ACH-000347,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.503397,0.970384,1
ACH-000367,Pleura,WT_no_MBD4_record,Talazoparib,False,False,1.575779,0.94976,1
ACH-000484,Kidney,WT_no_MBD4_record,Talazoparib,False,False,1.604111,0.969552,1
ACH-000308,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,1.651121,0.944432,1
ACH-000222,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.657843,0.93269,1
ACH-000848,Liver,WT_no_MBD4_record,Talazoparib,False,False,1.6626,0.981559,1
ACH-000927,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.691429,0.978701,1
ACH-000888,Lung,WT_no_MBD4_record,Talazoparib,False,False,1.703539,0.964462,1
ACH-000235,Pancreas,WT_no_MBD4_record,Talazoparib,False,False,1.742804,0.929628,1
ACH-000352,Breast,WT_no_MBD4_record,Talazoparib,False,False,1.837417,0.977169,1
ACH-000350,Bowel,WT_no_MBD4_record,Talazoparib,False,False,1.902727,0.952645,1
ACH-001151,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,2.126263,0.976982,1
ACH-000818,Breast,WT_no_MBD4_record,Talazoparib,False,True,2.259712,0.965866,1
ACH-000719,Ovary/Fallopian Tube,WT_no_MBD4_record,Talazoparib,False,False,2.384203,0.966451,1
ACH-000290,Lung,WT_no_MBD4_record,Veliparib,False,False,-3.191579,0.895807,1
ACH-000070,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-2.568577,0.957979,1
ACH-001680,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-2.55893,0.938131,1
ACH-000113,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-2.514116,0.963719,1
ACH-000059,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-2.506293,0.961789,1
ACH-000258,Breast,WT_no_MBD4_record,Veliparib,False,False,-2.505958,0.95977,1
ACH-000045,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-2.387373,0.970808,1
ACH-000362,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-2.310005,0.971131,1
ACH-000639,Lung,WT_no_MBD4_record,Veliparib,False,True,-2.287973,0.946294,1
ACH-000697,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-2.164525,0.972178,1
ACH-000226,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.955985,0.990793,1
ACH-000788,Skin,WT_no_MBD4_record,Veliparib,False,False,-1.779425,0.961416,1
ACH-000101,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.751449,0.98507,2
ACH-000338,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.749737,0.983721,1
ACH-000966,Ovary/Fallopian Tube,WT_no_MBD4_record,Veliparib,False,False,-1.708479,0.917616,1
ACH-000373,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.659042,0.978868,1
ACH-000358,Lung,WT_no_MBD4_record,Veliparib,False,True,-1.579398,0.94642,1
ACH-001703,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-1.531397,0.962386,1
ACH-000183,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.494077,0.987989,1
ACH-002215,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.492837,0.992255,1
ACH-000586,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.4773,0.960352,1
ACH-000087,Bone,WT_no_MBD4_record,Veliparib,False,False,-1.466856,0.971878,1
ACH-000939,Uterus,WT_no_MBD4_record,Veliparib,False,False,-1.42913,0.96104,1
ACH-000817,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.403448,0.981521,1
ACH-000198,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.394218,0.991134,1
ACH-000581,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-1.381485,0.980552,1
ACH-000763,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-1.368615,0.988149,1
ACH-000790,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.367999,0.971827,1
ACH-000488,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-1.361593,0.970415,1
ACH-000583,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-1.354374,0.994917,1
ACH-000301,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.345512,0.98547,1
ACH-000800,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.331877,0.963588,1
ACH-001106,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.326473,0.975911,1
ACH-000525,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.313298,0.990314,1
ACH-000151,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.305471,0.995462,1
ACH-000699,Breast,WT_no_MBD4_record,Veliparib,False,False,-1.296894,0.947368,1
ACH-000943,Bowel,WT_no_MBD4_record,Veliparib,False,False,-1.289167,0.966183,1
ACH-000048,Ovary/Fallopian Tube,WT_no_MBD4_record,Veliparib,False,False,-1.252199,0.969636,1
ACH-000104,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.236038,0.978183,1
ACH-000259,Peripheral Nervous System,WT_no_MBD4_record,Veliparib,False,False,-1.223446,0.983541,1
ACH-000257,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.210457,0.974681,1
ACH-000816,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.172552,0.980058,1
ACH-000349,Breast,WT_no_MBD4_record,Veliparib,False,False,-1.166795,0.969722,1
ACH-001543,Head and Neck,WT_no_MBD4_record,Veliparib,False,False,-1.162937,0.971007,1
ACH-002214,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.153691,0.986855,2
ACH-000004,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.151721,0.992764,1
ACH-000922,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.142943,0.990303,1
ACH-001642,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.137781,0.990434,1
ACH-000874,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-1.127435,0.989326,1
ACH-000469,CNS/Brain,WT_no_MBD4_record,Veliparib,False,False,-1.115229,0.95113,1
ACH-000657,Ovary/Fallopian Tube,WT_no_MBD4_record,Veliparib,True,False,-1.113963,0.953616,1
ACH-000670,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.107139,0.977496,1
ACH-000326,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.07523,0.98671,1
ACH-000974,Uterus,WT_no_MBD4_record,Veliparib,False,False,-1.048152,0.972047,1
ACH-000729,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.045237,0.972465,1
ACH-000538,Bowel,WT_no_MBD4_record,Veliparib,False,False,-1.031027,0.98017,1
ACH-000654,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-1.018042,0.986942,1
ACH-000265,Pancreas,WT_no_MBD4_record,Veliparib,False,False,-1.017706,0.9776,1
ACH-000168,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-1.015886,0.981068,1
ACH-000015,Lung,WT_no_MBD4_record,Veliparib,False,False,-1.012973,0.97248,1
ACH-000137,CNS/Brain,WT_no_MBD4_record,Veliparib,False,False,-1.006031,0.976786,1
ACH-000233,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.994907,0.991927,1
ACH-000365,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.988489,0.992289,1
ACH-001333,Cervix,WT_no_MBD4_record,Veliparib,False,False,-0.985933,0.96499,1
ACH-000263,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.95847,0.990559,1
ACH-000535,Pancreas,WT_no_MBD4_record,Veliparib,False,False,-0.955823,0.950129,1
ACH-000334,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.937612,0.971787,1
ACH-000210,Bone,WT_no_MBD4_record,Veliparib,False,False,-0.928106,0.980572,1
ACH-000852,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.916545,0.987249,1
ACH-000554,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.90672,0.963318,1
ACH-001401,Adrenal Gland,WT_no_MBD4_record,Veliparib,False,False,-0.890898,0.974786,1
ACH-000607,Kidney,WT_no_MBD4_record,Veliparib,False,False,-0.885928,0.978226,1
ACH-000568,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.881393,0.949141,1
ACH-000977,Prostate,WT_no_MBD4_record,Veliparib,False,False,-0.87434,0.957923,1
ACH-002290,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.867034,0.973352,1
ACH-000024,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.863687,0.990893,1
ACH-000336,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.862969,0.980143,1
ACH-000074,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.860289,0.978399,1
ACH-000653,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-0.835977,0.992201,1
ACH-000770,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.824278,0.979179,1
ACH-000247,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,True,-0.80438,0.940815,1
ACH-000108,Pancreas,WT_no_MBD4_record,Veliparib,False,False,-0.771611,0.971842,1
ACH-000917,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.768603,0.981004,1
ACH-000838,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.763093,0.990337,1
ACH-000714,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.762937,0.981724,1
ACH-000371,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-0.759038,0.981533,1
ACH-000752,Lung,WT_no_MBD4_record,Veliparib,False,True,-0.754072,0.973071,1
ACH-000311,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.726583,0.981498,1
ACH-000983,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.721822,0.987039,1
ACH-000871,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.717363,0.986594,1
ACH-000053,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.689245,0.986108,1
ACH-000900,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.677161,0.980212,1
ACH-000703,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.665914,0.981677,1
ACH-000754,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-0.652516,0.989522,1
ACH-000439,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.648454,0.983768,1
ACH-000572,Skin,WT_no_MBD4_record,Veliparib,False,False,-0.645228,0.97103,1
ACH-000145,Soft Tissue,WT_no_MBD4_record,Veliparib,False,False,-0.637219,0.968275,2
ACH-000273,CNS/Brain,WT_no_MBD4_record,Veliparib,False,False,-0.620016,0.982256,1
ACH-001400,Vulva/Vagina,WT_no_MBD4_record,Veliparib,False,False,-0.615512,0.9805,1
ACH-001528,Thyroid,WT_no_MBD4_record,Veliparib,False,False,-0.613174,0.977753,1
ACH-000052,Bone,WT_no_MBD4_record,Veliparib,False,False,-0.609742,0.980217,1
ACH-000664,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.60618,0.983605,1
ACH-000295,Myeloid,WT_no_MBD4_record,Veliparib,False,False,-0.600325,0.988946,1
ACH-000530,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.594224,0.970616,1
ACH-000938,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-0.580919,0.988755,1
ACH-000783,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.5771,0.978031,1
ACH-000129,Cervix,WT_no_MBD4_record,Veliparib,False,False,-0.564981,0.978211,1
ACH-000847,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.552697,0.985039,1
ACH-000747,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.549007,0.973785,1
ACH-000050,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.537953,0.987881,1
ACH-001193,Bone,WT_no_MBD4_record,Veliparib,False,False,-0.535919,0.98337,1
ACH-000919,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.525535,0.972529,1
ACH-000424,Bone,WT_no_MBD4_record,Veliparib,False,False,-0.514862,0.988549,1
ACH-000120,Peripheral Nervous System,WT_no_MBD4_record,Veliparib,False,False,-0.508036,0.973699,1
ACH-000913,Uterus,WT_no_MBD4_record,Veliparib,False,False,-0.500667,0.985836,1
ACH-000767,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.484823,0.9895,1
ACH-000008,Skin,WT_no_MBD4_record,Veliparib,False,False,-0.480772,0.96304,1
ACH-000937,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.465766,0.987305,1
ACH-002170,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.462782,0.988484,1
ACH-001190,Skin,WT_no_MBD4_record,Veliparib,False,False,-0.461367,0.983673,1
ACH-000354,Pancreas,WT_no_MBD4_record,Veliparib,False,False,-0.455157,0.961832,1
ACH-000378,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.447537,0.965136,1
ACH-000391,Bone,WT_no_MBD4_record,Veliparib,False,True,-0.445604,0.978128,1
ACH-000315,Lymphoid,WT_no_MBD4_record,Veliparib,True,False,-0.441347,0.978837,1
ACH-000896,Bladder/Urinary Tract,WT_no_MBD4_record,Veliparib,True,False,-0.435486,0.982298,1
ACH-000953,Lymphoid,WT_no_MBD4_record,Veliparib,False,False,-0.435137,0.973597,1
ACH-000366,Peripheral Nervous System,WT_no_MBD4_record,Veliparib,False,False,-0.433227,0.984499,1
ACH-000668,Breast,WT_no_MBD4_record,Veliparib,False,True,-0.432448,0.981662,1
ACH-000437,CNS/Brain,WT_no_MBD4_record,Veliparib,False,False,-0.424839,0.951711,1
ACH-000318,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.405902,0.981644,1
ACH-000691,Breast,WT_no_MBD4_record,Veliparib,False,True,-0.390357,0.989846,1
ACH-000849,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.38261,0.972599,1
ACH-000356,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.380766,0.954497,1
ACH-000416,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.364591,0.977239,1
ACH-000078,Peripheral Nervous System,WT_no_MBD4_record,Veliparib,False,False,-0.362689,0.989414,1
ACH-000846,Head and Neck,WT_no_MBD4_record,Veliparib,False,False,-0.358936,0.979602,1
ACH-000355,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.355557,0.989373,1
ACH-000624,Breast,WT_no_MBD4_record,Veliparib,False,True,-0.343429,0.9879,1
ACH-000929,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.337788,0.98327,1
ACH-000187,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.333776,0.987341,1
ACH-000940,Uterus,WT_no_MBD4_record,Veliparib,False,False,-0.323813,0.982054,1
ACH-000062,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.315589,0.98144,1
ACH-000848,Liver,WT_no_MBD4_record,Veliparib,False,False,-0.310226,0.957424,1
ACH-000250,Kidney,WT_no_MBD4_record,Veliparib,False,False,-0.30282,0.968331,1
ACH-000522,Bladder/Urinary Tract,WT_no_MBD4_record,Veliparib,False,False,-0.297112,0.976413,1
ACH-000756,CNS/Brain,WT_no_MBD4_record,Veliparib,False,False,-0.293998,0.987787,1
ACH-000696,Ovary/Fallopian Tube,WT_no_MBD4_record,Veliparib,False,False,-0.285755,0.988372,1
ACH-000092,Pleura,WT_no_MBD4_record,Veliparib,False,False,-0.285163,0.948559,1
ACH-000859,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.283705,0.984212,1
ACH-000792,Kidney,WT_no_MBD4_record,Veliparib,False,False,-0.281118,0.981134,1
ACH-001715,Bone,WT_no_MBD4_record,Veliparib,False,False,-0.279275,0.967873,1
ACH-000973,Bladder/Urinary Tract,WT_no_MBD4_record,Veliparib,False,False,-0.277552,0.983138,1
ACH-000431,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.276399,0.985558,1
ACH-000778,Head and Neck,WT_no_MBD4_record,Veliparib,False,False,-0.271106,0.981357,1
ACH-000802,Bladder/Urinary Tract,WT_no_MBD4_record,Veliparib,False,False,-0.265098,0.983354,1
ACH-000911,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.261303,0.965353,1
ACH-000693,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.255281,0.98924,1
ACH-000228,Head and Neck,WT_no_MBD4_record,Veliparib,False,False,-0.255065,0.990501,1
ACH-000096,Kidney,WT_no_MBD4_record,Veliparib,False,False,-0.25394,0.964281,1
ACH-000007,Bowel,WT_no_MBD4_record,Veliparib,False,True,-0.253139,0.97203,1
ACH-000750,Skin,WT_no_MBD4_record,Veliparib,False,False,-0.251678,0.980117,1
ACH-001334,Cervix,WT_no_MBD4_record,Veliparib,False,False,-0.250065,0.986327,1
ACH-001674,Peripheral Nervous System,WT_no_MBD4_record,Veliparib,False,False,-0.244938,0.984721,1
ACH-000910,Breast,WT_no_MBD4_record,Veliparib,True,False,-0.225786,0.976265,1
ACH-000643,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.224125,0.970785,1
ACH-000452,Esophagus/Stomach,WT_no_MBD4_record,Veliparib,False,False,-0.220447,0.962449,1
ACH-000857,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.217912,0.975267,1
ACH-000711,Breast,WT_no_MBD4_record,Veliparib,False,False,-0.202526,0.982519,1
ACH-000496,Lung,WT_no_MBD4_record,Veliparib,False,False,-0.189412,0.986651,1
